patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
cat_4333,6667,Stephen Hines,Cat,Mix,Mia,Female,6,2024-12-24,00447115179853
hamster_4600,4700,Kevin Alvarez,Hamster,Mix,Mia,Female,1,2024-04-20,00447789373587
cat_5402,6503,Craig Fleming,Cat,Mix,Mia,Female,15,2024-10-31,00447173982429
cat_8848,2192,Kendra Farley,Cat,Mix,Mia,Female,11,2024-05-28,00447804506325
hamster_3616,6690,Amanda Lopez,Hamster,Mix,Max,Male,1,2024-06-14,00447346189530
cat_6856,9588,Lisa Perkins,Cat,Mix,Max,Male,11,2024-07-03,00447921364713
hamster_501,9572,Micheal Burch,Hamster,Mix,Mia,Female,2,2024-12-10,00447105170366
cat_1624,4569,Christine Owen,Cat,Mix,Mia,Female,6,2024-10-20,00447762908969
cat_2336,6807,Jacob Garner,Cat,Mix,Mia,Female,6,2024-07-13,00447798271330
hamster_3069,3231,Pamela Graham,Hamster,Mix,Mia,Female,3,2024-09-19,00447824323025
hamster_3405,1940,Michael Higgins,Hamster,Mix,Mia,Female,2,2024-03-30,00447027455135
hamster_4097,9372,Judy Contreras,Hamster,Mix,Mia,Female,3,2024-01-23,00447825695969
dog_7686,4519,Patricia Bates,Dog,Mix,Mia,Female,6,2024-07-06,00447597104983
dog_4874,9998,William Adams,Dog,Mix,Rex,Male,1,2024-08-08,00447396541214
dog_8127,7488,Brittney Harrell,Dog,Mix,Rex,Male,8,2024-10-03,00447222169047
dog_9156,9150,Elizabeth Garcia,Dog,Mix,Rex,Male,12,2024-05-19,00447689924042
dog_23,2258,Brian Daniels PhD,Dog,Mix,Rex,Male,5,2024-05-20,00447094849462
dog_7638,7310,Sheri Gray,Dog,Mix,Rex,Male,11,2024-12-11,00447720976733
hamster_6207,6373,Rebecca Wade,Hamster,Mix,Taz,Male,3,2024-09-15,00447745419042
hamster_7002,6047,Ronald Peters,Hamster,Mix,Taz,Male,3,2024-01-26,00447631936096
cat_3355,5746,Erica Hester,Cat,Mix,Tom,Male,8,2024-06-22,00447845308913
hamster_2089,1804,Gary Barker,Hamster,Mix,Taz,Male,2,2024-02-04,00447836641059
hamster_9205,1760,Christina Young,Hamster,Mix,Taz,Male,2,2024-09-21,00447937216298
dog_590,7158,Angela Fowler,Dog,Mix,Zoe,Female,14,2024-07-14,00447274357722
dog_3132,5020,Terry Warren,Dog,Mix,Zoe,Female,7,2024-05-19,00447485213670
dog_3981,1014,Sydney Hicks,Dog,Mix,Zoe,Female,4,2024-11-11,00447270952274
cat_5756,3541,Paul Singh,Cat,Mix,Zoe,Female,11,2024-01-23,00447490875787
dog_7814,4115,James Mercado,Dog,Mix,Zoe,Female,1,2024-12-17,00447067449064
dog_9336,8789,Christopher Barr,Dog,Mix,Zoe,Female,7,2024-05-31,00447693528699
dog_1768,7171,Kristen Crawford,Dog,Mix,Zoe,Female,8,2024-04-20,00447409664694
dog_2559,6245,Mr. Michael Bradley,Dog,Mix,Zoe,Female,11,2024-04-11,00447430664974
cat_4778,1885,Alicia Mcintyre,Cat,Mix,Zoe,Female,15,2024-01-13,00447463463993
dog_5960,1944,Katherine Glenn,Dog,Mix,Zoe,Female,5,2024-02-14,00447149503616
dog_7499,6108,Jerry Chambers,Dog,Mix,Zoe,Female,11,2024-09-19,00447136920212
dog_263,2210,Jill Mccall,Dog,Mix,Ace,Male,6,2024-08-31,00447657792825
cat_3038,2679,Brandy Peterson,Cat,Mix,Ash,Male,12,2024-03-26,00447149327190
cat_9200,7214,Megan Tran,Cat,Mix,Ash,Male,8,2024-03-24,00447090564465
cat_8614,8071,Diane Walker,Cat,Mix,Boo,Male,20,2024-04-28,00447419396740
cat_183,5568,Rebecca Mooney,Cat,Mix,Ivy,Female,14,2024-05-21,00447684716907
cat_6399,2305,Mark Warren,Cat,Mix,Ivy,Female,14,2024-01-07,00447316320583
cat_8088,1043,Ashley Morgan,Cat,Mix,Ivy,Female,3,2024-09-02,00447503802399
hamster_3625,3033,Cheryl Berry,Hamster,Mix,Leo,Male,2,2024-04-06,00447357543282
hamster_6701,8899,Jordan Dixon,Hamster,Mix,Leo,Male,2,2024-12-15,00447435813786
hamster_8106,5142,Austin Bush,Hamster,Mix,Max,Male,1,2024-06-18,00447796385144
hamster_2214,1021,Raymond Sandoval,Hamster,Mix,Mia,Female,1,2024-11-20,00447911476248
hamster_4869,4868,Brooke Wilson,Hamster,Mix,Mia,Female,3,2024-06-09,00447241254509
dog_5643,1693,Adam Howard,Dog,Mix,Mia,Female,10,2024-06-14,00447657984260
dog_6423,4121,Christopher Miller,Dog,Mix,Mia,Female,13,2024-06-15,00447123762824
hamster_8238,6209,Lawrence Pittman,Hamster,Mix,Mia,Female,2,2024-12-07,00447866170471
hamster_3021,5269,Jennifer Herrera,Hamster,Mix,Taz,Male,3,2024-07-12,00447580995492
hamster_3205,1318,Brandi Mcgee,Hamster,Mix,Taz,Male,2,2024-02-22,00447462552216
cat_4951,4789,Erica Barber,Cat,Mix,Taz,Male,1,2024-04-14,00447237851523
cat_9010,2114,Tracy Dickerson,Cat,Mix,Taz,Male,8,2024-12-20,00447699417878
cat_4261,7703,Christopher Austin,Cat,Mix,Tom,Male,7,2024-10-19,00447093878132
dog_1890,8761,Breanna Vazquez,Dog,Mix,Zoe,Female,1,2024-04-04,00447856440998
cat_3964,2800,Heidi Anderson,Cat,Mix,Zoe,Female,19,2024-11-18,00447264614890
dog_4243,5943,Craig Barker,Dog,Mix,Zoe,Female,12,2024-07-29,00447246405489
cat_5108,7731,Mariah Pitts,Cat,Mix,Zoe,Female,1,2024-09-28,00447249230617
cat_5162,5434,Patrick Robinson,Cat,Mix,Zoe,Female,20,2024-11-28,00447674918366
hamster_2481,6784,Tony Mitchell,Hamster,Mix,Bear,Male,3,2024-05-10,00447063631201
hamster_5453,8209,Dalton Mitchell,Hamster,Mix,Bear,Male,1,2024-01-06,00447094136717
cat_8318,1132,Taylor Davis,Cat,Mix,Bear,Male,13,2024-01-04,00447092527225
hamster_8715,8451,Rita Boyer,Hamster,Mix,Bear,Male,3,2024-08-27,00447934274889
hamster_1340,6758,William Henry,Hamster,Mix,Bear,Male,1,2024-07-23,00447931977073
hamster_6364,5909,Gregory Garcia,Hamster,Mix,Bear,Male,2,2024-07-04,00447997432568
hamster_8274,7954,Tara Fuller,Hamster,Mix,Bear,Male,2,2024-02-19,00447150389811
hamster_3672,9203,Ronald Campbell,Hamster,Mix,Buzz,Male,3,2024-11-15,00447980470787
hamster_4398,1979,Jeffrey Wilson,Hamster,Mix,Buzz,Male,2,2024-11-14,00447338489150
hamster_4606,2370,Brandi Hooper,Hamster,Mix,Buzz,Male,3,2024-11-03,00447612644161
hamster_8094,7157,Ryan Watson,Hamster,Mix,Buzz,Male,2,2024-10-10,00447282427350
cat_5103,9118,Brian Lopez,Cat,Mix,Chip,Male,11,2024-01-15,00447721824534
cat_2886,4234,Stephanie Schwartz,Cat,Mix,Cleo,Female,18,2024-12-26,00447262611181
cat_6996,6505,Chase Ellis,Cat,Mix,Cleo,Female,14,2024-06-14,00447823159650
cat_9089,4939,Eileen Alvarez,Cat,Mix,Cleo,Female,7,2024-08-07,00447096946852
hamster_5907,8786,Michelle Howard,Hamster,Mix,Coco,Male,2,2024-09-14,00447359282199
hamster_8240,4552,Nicholas Robles,Hamster,Mix,Coco,Male,3,2024-10-14,00447392593788
hamster_8558,7581,Kevin Dunn,Hamster,Mix,Coco,Male,2,2024-06-15,00447831918797
hamster_9033,2926,Melissa Dean,Hamster,Mix,Coco,Male,3,2024-08-30,00447123292293
hamster_245,9968,Jeffery Murphy,Hamster,Mix,Cora,Female,3,2024-05-01,00447451709067
hamster_647,4771,Shawn Medina,Hamster,Mix,Cora,Female,3,2024-03-02,00447907775198
hamster_2295,9026,Catherine Bennett,Hamster,Mix,Cora,Female,3,2024-12-14,00447364742799
hamster_3713,8203,Barry Davis,Hamster,Mix,Cora,Female,3,2024-09-11,00447341525960
hamster_6230,5467,Michael Jennings,Hamster,Mix,Cora,Female,3,2024-11-26,00447655569235
cat_2628,7015,Jeremiah Gonzales,Cat,Mix,Cleo,Female,16,2024-02-21,00447501853312
cat_852,3034,Kelly Sawyer,Cat,Mix,Coco,Male,3,2024-11-09,00447599426036
dog_2615,4696,Michele Davis,Dog,Mix,Coco,Female,8,2024-05-05,00447761107683
dog_3983,3590,Kelly Curtis,Dog,Mix,Coco,Female,12,2024-06-21,00447635847877
dog_4525,9324,Stephanie Dorsey,Dog,Mix,Coco,Female,1,2024-11-28,00447313237876
dog_4848,3831,Lauren Hernandez,Dog,Mix,Coco,Female,5,2024-04-11,00447854822331
cat_5559,3784,Sara Romero,Cat,Mix,Coco,Male,12,2024-02-15,00447247695727
dog_6838,4266,James Nguyen,Dog,Mix,Coco,Female,10,2024-04-11,00447476385702
dog_8438,8328,Margaret Martin,Dog,Mix,Coco,Female,11,2024-05-20,00447347810414
hamster_9053,4674,David Burnett,Hamster,Mix,Coco,Male,3,2024-05-25,00447848624900
hamster_7279,9519,Mary Miller,Hamster,Mix,Cora,Female,2,2024-12-31,00447927374834
hamster_3029,1677,Katrina Murray,Hamster,Mix,Dash,Male,3,2024-03-20,00447463789509
hamster_4572,9731,Sherri Richardson,Hamster,Mix,Dash,Male,1,2024-10-21,00447304499846
hamster_8730,6352,Kathleen Lopez,Hamster,Mix,Dash,Male,3,2024-03-15,00447303442598
hamster_8903,3200,Michael Jones Jr.,Hamster,Mix,Dash,Male,1,2024-07-07,00447082897044
hamster_3237,9945,Debbie Hall,Hamster,Mix,Dash,Male,1,2024-12-15,00447363148569
hamster_6697,6234,Shawn Rogers,Hamster,Mix,Dash,Male,3,2024-07-14,00447924515428
dog_8702,6391,Steven Brock,Dog,Mix,Duke,Male,6,2024-04-10,00447615616854
cat_7070,7519,Kimberly Gibbs,Cat,Mix,Elsa,Female,5,2024-03-04,00447486348860
dog_8435,4403,Marcus Sanchez,Dog,Mix,Emma,Female,8,2024-01-26,00447106795412
dog_8879,5924,Lawrence Morgan,Dog,Mix,Emma,Female,3,2024-08-14,00447405238101
cat_336,9405,Dr. Brandon Galloway,Cat,Mix,Finn,Male,15,2024-01-14,00447700421511
dog_1717,8450,Vincent Johnson,Dog,Mix,Finn,Male,6,2024-09-16,00447280388943
hamster_6178,3260,James Watts,Hamster,Mix,Finn,Male,3,2024-09-03,00447180642900
hamster_7660,8881,Amy Dickson,Hamster,Mix,Finn,Male,2,2024-04-07,00447373178493
cat_8019,1267,Jeffrey Rhodes,Cat,Mix,Finn,Male,8,2024-10-21,00447357168112
cat_8830,1814,Deanna Watts,Cat,Mix,Finn,Male,4,2024-06-07,00447564870531
hamster_291,4129,Ethan Henry,Hamster,Mix,Finn,Male,1,2024-10-25,00447228870822
hamster_623,2446,Patricia Diaz,Hamster,Mix,Finn,Male,1,2024-09-28,00447124193381
dog_1404,6968,Michael Barber,Dog,Mix,Finn,Male,15,2024-06-27,00447782501268
hamster_2273,9056,Whitney Howe,Hamster,Mix,Finn,Male,1,2024-05-01,00447684554584
hamster_5088,5949,Amber Cook,Hamster,Mix,Finn,Male,3,2024-06-16,00447837402717
hamster_6513,6092,Charles Johnson,Hamster,Mix,Finn,Male,2,2024-10-24,00447357935617
hamster_1943,4516,Wanda Harris,Hamster,Mix,Gigi,Female,2,2024-12-31,00447177914596
hamster_874,4091,Steven Mcgrath,Hamster,Mix,Gigi,Female,2,2024-03-27,00447034858538
hamster_2120,8861,Michael Howard,Hamster,Mix,Gigi,Female,2,2024-04-04,00447244784959
hamster_4374,5559,Sandra Edwards,Hamster,Mix,Gigi,Female,1,2024-12-23,00447252603961
hamster_6248,2624,Bobby Valentine,Hamster,Mix,Gigi,Female,3,2024-01-25,00447525720440
hamster_7387,2770,Sarah Nelson,Hamster,Mix,Gigi,Female,3,2024-05-21,00447612436817
hamster_7539,4163,David Garner,Hamster,Mix,Gigi,Female,1,2024-02-11,00447442948154
dog_1503,9790,Theresa Smith,Dog,Mix,Jack,Male,12,2024-05-30,00447618947618
dog_3485,7165,Shannon Wood,Dog,Mix,Jack,Male,14,2024-08-31,00447743867425
cat_7033,2484,Christopher Ward,Cat,Mix,Juno,Female,10,2024-10-03,00447504289856
cat_3234,3125,Charles Thomas,Cat,Mix,Jack,Male,11,2024-03-27,00447024645192
dog_6183,3744,William Jones,Dog,Mix,Jack,Male,1,2024-06-03,00447252611066
cat_438,5959,Melissa Schmidt,Cat,Mix,Juno,Female,7,2024-10-19,00447792612199
cat_6160,9131,Mary Young,Cat,Mix,Juno,Female,12,2024-11-19,00447180487368
cat_285,8651,Casey Odom,Cat,Mix,King,Male,18,2024-12-08,00447874615145
cat_3099,1111,Tommy Anderson,Cat,Mix,King,Male,10,2024-10-07,00447587121712
cat_3865,3823,Ryan Young,Cat,Mix,King,Male,9,2024-11-13,00447903249751
cat_8301,2241,Christine Miller,Cat,Mix,King,Male,10,2024-09-05,00447570623258
cat_6203,6767,Vanessa Ramirez,Cat,Mix,Lily,Female,11,2024-12-24,00447741932849
dog_7593,9437,Pamela Edwards,Dog,Mix,Lily,Female,4,2024-10-03,00447484790510
cat_8001,1119,William Pena DDS,Cat,Mix,Lily,Female,6,2024-01-10,00447502651994
cat_8112,2049,Karen West,Cat,Mix,Lily,Female,20,2024-04-05,00447313998915
dog_9168,4516,Wanda Harris,Dog,Mix,Lily,Female,11,2024-12-23,00447177914596
cat_9140,1350,Danielle Coleman,Cat,Mix,Loki,Male,7,2024-04-10,00447418472823
cat_9433,4429,Nicholas Baker,Cat,Mix,Loki,Male,6,2024-04-27,00447353299907
cat_299,4381,Sean Gonzalez,Cat,Mix,Lucy,Female,14,2024-09-08,00447982269572
dog_389,8499,Jim Alvarez,Dog,Mix,Lucy,Female,3,2024-01-07,00447600192909
cat_2034,4672,Jacob Walters,Cat,Mix,Lucy,Female,18,2024-10-26,00447146951760
dog_2525,8035,Nicholas Moran,Dog,Mix,Lucy,Female,2,2024-10-09,00447524924200
dog_6793,1988,Tanya Sellers,Dog,Mix,Lucy,Female,9,2024-07-23,00447833893546
dog_9129,9011,Matthew Moody,Dog,Mix,Lucy,Female,10,2024-08-31,00447671462103
cat_9321,6847,Jorge Warner,Cat,Mix,Lucy,Female,8,2024-12-12,00447434950810
dog_91,8564,Timothy Kennedy,Dog,Mix,Luke,Male,11,2024-03-11,00447809377365
dog_5518,1157,Matthew Watts,Dog,Mix,Luke,Male,9,2024-01-27,00447247522016
hamster_7661,2889,Denise Sharp,Hamster,Mix,Lulu,Female,1,2024-09-19,00447286838315
dog_508,9964,Sarah Sullivan,Dog,Mix,Luna,Female,1,2024-08-13,00447423173773
cat_1047,9921,James Alvarado,Cat,Mix,Luna,Female,18,2024-08-07,00447398488553
dog_1058,4110,Natalie Owen,Dog,Mix,Luna,Female,8,2024-02-10,00447256610819
dog_6569,5408,Julie Romero,Dog,Mix,Luna,Female,11,2024-01-03,00447541386239
dog_6648,5413,Reginald Harvey,Dog,Mix,Luna,Female,4,2024-05-18,00447885311076
cat_7211,6254,Autumn Diaz,Cat,Mix,Luna,Female,8,2024-12-25,00447842290238
hamster_9082,9749,Maria Bridges,Hamster,Mix,Luna,Female,2,2024-06-07,00447693575692
dog_2299,1424,George Lopez,Dog,Mix,Lily,Female,3,2024-10-20,00447122348231
cat_4381,2267,Jamie Gross,Cat,Mix,Lily,Female,19,2024-07-05,00447308425774
dog_8927,6032,Carrie Villegas,Dog,Mix,Lily,Female,11,2024-06-06,00447194679311
cat_997,5696,Joshua Singh,Cat,Mix,Loki,Male,17,2024-05-26,00447599831862
cat_4630,1820,Christian Mitchell,Cat,Mix,Loki,Male,13,2024-06-20,00447719161432
cat_7807,8812,Derek Greene,Cat,Mix,Loki,Male,19,2024-09-29,00447472455292
cat_8442,1475,Trevor White,Cat,Mix,Loki,Male,17,2024-02-14,00447516500403
cat_25,1649,Michael Brown,Cat,Mix,Lucy,Female,2,2024-01-06,00447683649201
dog_120,9486,Bailey Hill,Dog,Mix,Lucy,Female,15,2024-02-21,00447725490246
cat_709,6222,Ruth Jackson,Cat,Mix,Lucy,Female,12,2024-11-26,00447472766739
dog_4210,6738,Zachary Flores,Dog,Mix,Lucy,Female,1,2024-12-29,00447110577586
dog_4868,3288,Victoria Leonard,Dog,Mix,Lucy,Female,14,2024-04-16,00447787666689
dog_5324,8043,Mark Ramos,Dog,Mix,Lucy,Female,9,2024-03-27,00447268716950
dog_8171,7849,Kathy Gutierrez,Dog,Mix,Lucy,Female,11,2024-01-17,00447261958980
dog_8226,2951,Leroy Hudson,Dog,Mix,Lucy,Female,7,2024-10-05,00447103476813
dog_8125,8771,Jordan Ramos,Dog,Mix,Luke,Male,2,2024-07-18,00447626413410
cat_5633,5648,Christopher Holden,Cat,Mix,Lulu,Female,8,2024-12-29,00447896825215
cat_536,1944,Katherine Glenn,Cat,Mix,Luna,Female,3,2024-10-30,00447149503616
hamster_5769,3930,Katherine Jones,Hamster,Mix,Luna,Female,1,2024-05-02,00447017628422
hamster_5975,6725,Roy Reyes,Hamster,Mix,Luna,Female,2,2024-09-13,00447469906880
dog_7030,3870,Wendy Kelly,Dog,Mix,Luna,Female,10,2024-05-16,00447030554971
dog_7224,7979,Mike Atkinson,Dog,Mix,Luna,Female,7,2024-08-10,00447459378319
dog_4847,6625,Thomas Stanton,Dog,Mix,Maya,Female,3,2024-11-16,00447248743847
cat_783,8992,Heather Anderson,Cat,Mix,Milo,Male,14,2024-08-26,00447023504704
hamster_2177,8182,David Sparks,Hamster,Mix,Milo,Male,3,2024-08-12,00447585659980
dog_3309,8611,Adam Sanchez,Dog,Mix,Milo,Male,13,2024-09-20,00447884351034
hamster_8970,4913,Austin Warren,Hamster,Mix,Milo,Male,2,2024-05-28,00447933653408
hamster_2608,4256,Nicholas Russo,Hamster,Mix,Milo,Male,3,2024-05-25,00447619517283
hamster_3310,3964,Patrick Palmer,Hamster,Mix,Milo,Male,3,2024-04-09,00447954566127
hamster_6333,6683,Michelle Stone,Hamster,Mix,Milo,Male,1,2024-10-04,00447106518285
hamster_1533,5260,Lauren Lowe,Hamster,Mix,Nala,Female,1,2024-06-10,00447131626049
hamster_3937,2483,Steven Williams,Hamster,Mix,Nala,Female,1,2024-10-20,00447086166006
hamster_8186,8299,Angela Anderson,Hamster,Mix,Nala,Female,3,2024-08-23,00447726478072
cat_8835,3865,Christine Acosta,Cat,Mix,Nala,Female,18,2024-01-02,00447481988304
dog_2604,5047,Brandon White,Dog,Mix,Nina,Female,11,2024-12-07,00447505189522
cat_5245,9481,Beverly Maxwell,Cat,Mix,Nala,Female,1,2024-08-19,00447486190050
hamster_8050,4514,Christopher Vega,Hamster,Mix,Nala,Female,1,2024-01-20,00447633752019
hamster_3367,6896,Daniel Jackson,Hamster,Mix,Oreo,Male,1,2024-10-15,00447919771794
hamster_3775,6255,William Hill,Hamster,Mix,Oreo,Male,3,2024-09-27,00447050260426
hamster_7825,8138,Nichole Bowman,Hamster,Mix,Oreo,Male,3,2024-01-11,00447989376131
dog_1878,1733,Robin Gibson,Dog,Mix,Roxy,Female,11,2024-05-28,00447007365112
hamster_5824,4251,Christina West MD,Hamster,Mix,Roxy,Female,1,2024-11-29,00447672686407
cat_1012,7530,Amy Ford,Cat,Mix,Ruby,Female,10,2024-07-02,00447706478464
cat_1302,1848,Christopher Morgan,Cat,Mix,Ruby,Female,8,2024-01-01,00447193121175
dog_3065,6034,Nancy Weaver,Dog,Mix,Ruby,Female,13,2024-08-01,00447803265304
hamster_3681,4085,Joseph Browning,Hamster,Mix,Ruby,Female,1,2024-05-09,00447830373225
hamster_4392,7709,Daniel Gomez,Hamster,Mix,Ruby,Female,2,2024-06-15,00447831596486
hamster_5938,6778,Theresa Barron,Hamster,Mix,Ruby,Female,2,2024-12-28,00447270178565
cat_6164,8259,Logan Ellis,Cat,Mix,Ruby,Female,12,2024-02-22,00447855987999
dog_8000,4507,Anthony Knight,Dog,Mix,Ruby,Female,12,2024-06-24,00447125643575
hamster_9146,9290,Brian Howe,Hamster,Mix,Ruby,Female,3,2024-08-09,00447933544783
hamster_2114,1225,Jason Bennett,Hamster,Mix,Roxy,Female,1,2024-02-18,00447973720841
hamster_5361,2549,Jeffery Morrison,Hamster,Mix,Roxy,Female,1,2024-03-04,00447017617714
hamster_5561,3406,John Carpenter,Hamster,Mix,Roxy,Female,2,2024-08-12,00447947219758
hamster_7375,9540,David Russell,Hamster,Mix,Roxy,Female,1,2024-02-28,00447659543470
hamster_7654,2351,Matthew Jones,Hamster,Mix,Roxy,Female,1,2024-07-11,00447038110222
hamster_8847,9166,Andrew Miller,Hamster,Mix,Roxy,Female,3,2024-05-14,00447790659053
hamster_219,6879,George Howard,Hamster,Mix,Ruby,Female,1,2024-03-06,00447105304636
dog_916,2805,Crystal Boyle,Dog,Mix,Ruby,Female,3,2024-02-26,00447648126511
hamster_1257,7842,Paula Romero,Hamster,Mix,Ruby,Female,1,2024-11-11,00447077592237
hamster_2427,6256,Charles Wiley MD,Hamster,Mix,Ruby,Female,3,2024-05-04,00447627660582
hamster_3476,7280,Mary Alvarez,Hamster,Mix,Ruby,Female,1,2024-04-08,00447278166075
hamster_4104,1231,Monica Harrison,Hamster,Mix,Ruby,Female,1,2024-05-01,00447768172607
hamster_5135,6738,Zachary Flores,Hamster,Mix,Ruby,Female,2,2024-11-30,00447110577586
hamster_5253,9494,Michelle Ramos,Hamster,Mix,Ruby,Female,1,2024-01-01,00447230371734
hamster_5755,6729,Tiffany Berry,Hamster,Mix,Ruby,Female,3,2024-05-29,00447551220493
hamster_6686,2502,Juan Wright,Hamster,Mix,Ruby,Female,3,2024-10-30,00447458337523
hamster_7102,1259,Charlene Mullins,Hamster,Mix,Ruby,Female,2,2024-12-26,00447079629982
cat_7910,4298,Melissa Nolan,Cat,Mix,Ruby,Female,11,2024-07-25,00447445999858
dog_8142,4499,Meghan Flores,Dog,Mix,Ruby,Female,3,2024-02-13,00447643473805
cat_9045,9222,Ryan Bradford,Cat,Mix,Ruby,Female,11,2024-01-10,00447451392807
hamster_241,9075,Annette Peck,Hamster,Mix,Thor,Male,2,2024-11-20,00447711336211
dog_1087,5609,Kyle Sanchez,Dog,Mix,Thor,Male,13,2024-07-19,00447316636434
hamster_3491,6507,Elizabeth Palmer,Hamster,Mix,Thor,Male,1,2024-04-09,00447979283445
hamster_5683,1717,Carolyn Boyd,Hamster,Mix,Thor,Male,2,2024-07-16,00447836387423
dog_6059,4408,Thomas Hardin,Dog,Mix,Thor,Male,9,2024-01-03,00447362899425
hamster_6551,4680,Mark Meadows,Hamster,Mix,Thor,Male,1,2024-03-17,00447154391276
dog_7628,8693,Tammy Zimmerman,Dog,Mix,Thor,Male,5,2024-05-31,00447020209737
cat_2046,3309,Brooke Mitchell,Cat,Mix,Toby,Male,16,2024-10-22,00447746503192
cat_2980,2945,Billy Padilla,Cat,Mix,Toby,Male,10,2024-06-10,00447555712827
cat_3637,9885,Carol Love,Cat,Mix,Toby,Male,17,2024-11-17,00447134403888
cat_3643,3289,Anthony Esparza DDS,Cat,Mix,Toby,Male,19,2024-02-12,00447759119339
dog_4164,5706,James Blankenship,Dog,Mix,Toby,Male,5,2024-12-16,00447265788415
cat_8375,9834,George Jones,Cat,Mix,Toby,Male,4,2024-12-30,00447443854433
hamster_6201,2319,Cynthia Wilson,Hamster,Mix,Tofu,Male,3,2024-09-05,00447300602867
hamster_8597,4171,Erin Cline DVM,Hamster,Mix,Tofu,Male,3,2024-02-08,00447705821385
hamster_9041,2683,Mason Smith,Hamster,Mix,Tofu,Male,3,2024-10-27,00447332351883
hamster_215,7142,Matthew Mooney,Hamster,Mix,Thor,Male,3,2024-09-23,00447877221442
hamster_1666,6011,Michelle Reynolds,Hamster,Mix,Thor,Male,1,2024-03-06,00447848293124
dog_2706,2715,Jennifer Knox,Dog,Mix,Thor,Male,10,2024-11-09,00447637498440
dog_3980,5081,Catherine Thompson,Dog,Mix,Thor,Male,4,2024-04-07,00447052160613
hamster_6324,7883,Perry Little,Hamster,Mix,Thor,Male,3,2024-11-24,00447917495840
hamster_7117,6438,Erin Simmons,Hamster,Mix,Thor,Male,1,2024-05-24,00447675742746
cat_8998,3135,Mary Johnson,Cat,Mix,Thor,Male,4,2024-12-22,00447010993674
hamster_9201,9814,Lori Mcdaniel,Hamster,Mix,Thor,Male,2,2024-02-14,00447784664109
dog_9251,4211,Sharon Harvey,Dog,Mix,Thor,Male,14,2024-02-25,00447689131621
cat_4745,7352,Andrew Garcia,Cat,Mix,Toby,Male,10,2024-10-16,00447894483461
dog_9141,7171,Kristen Crawford,Dog,Mix,Toby,Male,1,2024-09-17,00447409664694
dog_9184,7540,Elizabeth Knight,Dog,Mix,Toby,Male,14,2024-09-06,00447262821587
hamster_3304,4330,Shannon Vargas,Hamster,Mix,Tofu,Male,1,2024-10-15,00447127617553
hamster_6809,3399,Andrew Landry,Hamster,Mix,Tofu,Male,2,2024-08-26,00447272999065
hamster_7945,7140,Erica Lewis,Hamster,Mix,Tofu,Male,3,2024-06-03,00447179822193
dog_142,3007,Anthony Franklin,Dog,Mix,Zara,Female,7,2024-10-21,00447106645791
dog_2587,6969,Valerie Hunter,Dog,Mix,Zeus,Male,2,2024-01-30,00447346211572
hamster_2093,4374,Matthew Morales,Hamster,Mix,Zoey,Female,3,2024-08-29,00447727503541
hamster_4703,6121,Rhonda Byrd,Hamster,Mix,Zoey,Female,2,2024-08-24,00447338371913
hamster_8392,9497,Tammy Skinner,Hamster,Mix,Zoey,Female,1,2024-11-03,00447028115018
cat_85,3153,Tracy Myers,Cat,Mix,Zara,Female,15,2024-06-27,00447756843197
dog_1479,2879,Donna Campbell,Dog,Mix,Zeus,Male,2,2024-07-23,00447763428151
dog_3944,8999,Edward Silva,Dog,Mix,Zeus,Male,13,2024-09-28,00447738722461
hamster_9,3203,Carrie Cole,Hamster,Mix,Zoey,Female,3,2024-01-11,00447686703051
hamster_1954,2741,Pamela Gonzalez,Hamster,Mix,Zoey,Female,3,2024-01-18,00447314426626
hamster_1738,8120,Brianna Robinson,Hamster,Mix,Bear,Male,1,2024-04-22,00447440363926
hamster_2592,7471,Steven Ware,Hamster,Mix,Bear,Male,1,2024-10-05,00447485670599
cat_2829,3309,Brooke Mitchell,Cat,Mix,Bear,Male,15,2024-02-13,00447746503192
cat_4016,6960,Kristin Pitts,Cat,Mix,Bear,Male,18,2024-09-01,00447541444941
hamster_6162,6599,Gabriel Fuller,Hamster,Mix,Bear,Male,2,2024-08-19,00447739331283
hamster_368,7712,Carol Peterson,Hamster,Mix,Buzz,Male,1,2024-05-14,00447826876561
hamster_3751,2142,Ethan Smith,Hamster,Mix,Buzz,Male,3,2024-05-30,00447562488456
